session,is_bot,prolific_id,id_in_session,id_in_group,multiplier,disclose,contribution,rt1,rt2,payoff,total,round_number,individual_share,total_contribution,group_id,disclosure_group
e2f9bodh,0,Bob10,7,1,1.2,0,1,2737,3085,10.8,82.8,7,1.8,3.6000000000000005,169,1
e2f9bodh,0,Bob11,8,2,1.2,0,2,2291,2192,10.0,85.6,7,2.0,4.0,171,1
e2f9bodh,0,Bob8,9,1,0.8,1,9,3062,2623,9.4,52.4,7,8.4,16.8,174,2
e2f9bodh,0,Bob5,10,2,1.2,0,6,2730,2863,13.6,71.2,7,9.6,19.2,172,2
e2f9bodh,0,Bob0,11,1,0.8,0,1,2513,2189,11.4,80.2,7,2.4,4.8,170,1
e2f9bodh,0,Bob1,12,1,0.8,0,2,3032,2650,10.0,75.6,7,2.0,4.0,171,1
e2f9bodh,0,Bob2,1,2,0.8,0,3,3086,2188,8.8,72.6,8,1.8,3.6000000000000005,176,1
e2f9bodh,0,Bob7,2,1,1.2,1,8,2843,2438,12.8,80.2,8,10.8,21.6,178,2
e2f9bodh,0,Bob6,3,1,0.8,0,7,2189,2306,9.4,68.6,8,6.4,12.8,180,2
e2f9bodh,0,Bob9,4,2,1.2,1,10,2944,2075,10.8,70.4,8,10.8,21.6,178,2
e2f9bodh,0,Bob4,5,1,0.8,1,5,2821,2958,7.4,76.0,8,2.4,4.8,175,1
e2f9bodh,0,Bob3,6,1,1.2,0,4,2298,2654,12.0,92.2,8,6.0,12.0,179,2
e2f9bodh,0,Bob10,7,1,1.2,0,1,2878,2537,10.8,93.6,8,1.8,3.6000000000000005,176,1
e2f9bodh,0,Bob11,8,1,1.2,0,2,3059,2101,10.0,95.6,8,2.0,4.0,177,1
e2f9bodh,0,Bob8,9,2,0.8,1,9,2724,2978,7.0,59.4,8,6.0,12.0,179,2
e2f9bodh,0,Bob5,10,2,1.2,1,6,2512,2629,10.4,81.6,8,6.4,12.8,180,2
e2f9bodh,0,Bob0,11,2,0.8,0,1,2405,2801,11.4,91.6,8,2.4,4.8,175,1
e2f9bodh,0,Bob1,12,2,0.8,0,2,2131,2657,10.0,85.6,8,2.0,4.0,177,1
e2f9bodh,0,Bob2,1,2,0.8,0,3,2504,2305,8.8,81.4,9,1.8,3.6000000000000005,181,1
e2f9bodh,0,Bob7,2,2,1.2,1,8,2724,3035,10.4,90.6,9,8.4,16.799999999999997,186,2
e2f9bodh,0,Bob6,3,1,0.8,1,7,2387,3029,11.8,80.4,9,8.8,17.6,184,2
e2f9bodh,0,Bob9,4,2,1.2,1,10,2454,2665,8.8,79.2,9,8.8,17.6,184,2
e2f9bodh,0,Bob4,5,1,0.8,1,5,3270,2524,7.8,83.8,9,2.8,5.6,183,1
e2f9bodh,0,Bob3,6,2,1.2,1,4,2386,2099,12.0,104.2,9,6.0,12.0,185,2
e2f9bodh,0,Bob10,7,1,1.2,0,1,2733,2735,10.8,104.4,9,1.8,3.6000000000000005,181,1
e2f9bodh,0,Bob11,8,2,1.2,0,2,2277,2406,9.6,105.2,9,1.6,3.2,182,1
e2f9bodh,0,Bob8,9,1,0.8,1,9,3040,2283,7.0,66.4,9,6.0,12.0,185,2
e2f9bodh,0,Bob5,10,1,1.2,0,6,2284,2328,12.4,94.0,9,8.4,16.799999999999997,186,2
e2f9bodh,0,Bob0,11,1,0.8,0,1,2048,3132,10.6,102.2,9,1.6,3.2,182,1
e2f9bodh,0,Bob1,12,2,0.8,0,2,2601,2973,10.8,96.4,9,2.8,5.6,183,1
e2f9bodh,0,Bob2,1,1,0.8,0,3,2062,2546,10.2,91.6,10,3.2,6.4,187,1
e2f9bodh,0,Bob7,2,1,1.2,1,8,2390,3130,9.2,99.8,10,7.2,14.399999999999999,191,2
e2f9bodh,0,Bob6,3,1,0.8,1,7,2632,2850,9.4,89.8,10,6.4,12.8,192,2
e2f9bodh,0,Bob9,4,2,1.2,1,10,2269,2511,9.6,88.8,10,9.6,19.2,190,2
e2f9bodh,0,Bob4,5,2,0.8,1,5,2498,3080,8.2,92.0,10,3.2,6.4,187,1
e2f9bodh,0,Bob3,6,2,1.2,1,4,2626,3071,13.2,117.4,10,7.2,14.399999999999999,191,2
e2f9bodh,0,Bob10,7,1,1.2,0,1,3054,2633,10.4,114.8,10,1.4,2.8,188,1
e2f9bodh,0,Bob11,8,2,1.2,0,2,2979,2476,9.6,114.8,10,1.6,3.2,189,1
e2f9bodh,0,Bob8,9,2,0.8,1,9,2174,2455,7.4,73.8,10,6.4,12.8,192,2
e2f9bodh,0,Bob5,10,1,1.2,1,6,2176,2971,13.6,107.6,10,9.6,19.2,190,2
e2f9bodh,0,Bob0,11,1,0.8,0,1,2956,3086,10.6,112.8,10,1.6,3.2,189,1
e2f9bodh,0,Bob1,12,2,0.8,1,2,2681,2995,9.4,105.8,10,1.4,2.8,188,1
e2f9bodh,0,Bob2,1,2,0.8,0,3,2750,2175,8.6,100.2,11,1.6,3.2,194,1
e2f9bodh,0,Bob7,2,1,1.2,1,8,2385,2727,9.2,109.0,11,7.2,14.399999999999999,196,2
e2f9bodh,0,Bob6,3,1,0.8,1,7,2613,3011,9.4,99.2,11,6.4,12.8,197,2
e2f9bodh,0,Bob9,4,2,1.2,1,10,3299,2217,9.6,98.4,11,9.6,19.2,198,2
e2f9bodh,0,Bob4,5,1,0.8,1,5,2128,2322,7.8,99.8,11,2.8,5.6,193,1
e2f9bodh,0,Bob3,6,2,1.2,0,4,3133,3036,13.2,130.6,11,7.2,14.399999999999999,196,2
e2f9bodh,0,Bob10,7,1,1.2,0,1,2599,3076,10.8,125.6,11,1.8,3.5999999999999996,195,1
e2f9bodh,0,Bob11,8,2,1.2,0,2,2500,2432,9.8,124.6,11,1.8,3.5999999999999996,195,1
e2f9bodh,0,Bob8,9,1,0.8,1,9,2466,2201,10.6,84.4,11,9.6,19.2,198,2
e2f9bodh,0,Bob5,10,2,1.2,1,6,2216,2146,10.4,118.0,11,6.4,12.8,197,2
e2f9bodh,0,Bob0,11,1,0.8,0,1,3158,2740,10.6,123.4,11,1.6,3.2,194,1
e2f9bodh,0,Bob1,12,2,0.8,0,2,2855,3086,10.8,116.6,11,2.8,5.6,193,1
e2f9bodh,0,Bob2,1,2,0.8,0,3,3052,2870,8.8,109.0,12,1.8,3.6000000000000005,199,1
e2f9bodh,0,Bob7,2,2,1.2,0,8,2314,2448,12.8,121.8,12,10.8,21.6,202,2
e2f9bodh,0,Bob6,3,1,0.8,1,7,2526,2343,8.2,107.4,12,5.2,10.4,204,2
e2f9bodh,0,Bob9,4,1,1.2,1,10,3050,2295,10.8,109.2,12,10.8,21.6,202,2
e2f9bodh,0,Bob4,5,1,0.8,0,5,3361,2399,8.2,108.0,12,3.2,6.4,200,1
e2f9bodh,0,Bob3,6,2,1.2,1,4,2991,2959,11.2,141.8,12,5.2,10.4,204,2
e2f9bodh,0,Bob10,7,1,1.2,0,1,2601,2856,10.8,136.4,12,1.8,3.6000000000000005,199,1
e2f9bodh,0,Bob11,8,2,1.2,0,2,2734,2205,11.2,135.8,12,3.2,6.4,200,1
e2f9bodh,0,Bob8,9,2,0.8,1,9,2331,2852,8.2,92.6,12,7.2,14.399999999999999,203,2
e2f9bodh,0,Bob5,10,1,1.2,0,6,2547,2568,11.2,129.2,12,7.2,14.399999999999999,203,2
e2f9bodh,0,Bob0,11,2,0.8,0,1,2608,2744,10.2,133.6,12,1.2,2.4000000000000004,201,1
e2f9bodh,0,Bob1,12,1,0.8,1,2,3087,2476,9.2,125.8,12,1.2,2.4000000000000004,201,1
e2f9bodh,0,Bob2,1,2,0.8,1,3,3053,2980,9.4,118.4,13,2.4,4.800000000000001,207,1
e2f9bodh,0,Bob7,2,2,1.2,1,8,2518,2285,10.4,132.2,13,8.4,16.8,209,2
e2f9bodh,0,Bob6,3,1,0.8,0,7,2492,2646,11.8,119.2,13,8.8,17.6,208,2
e2f9bodh,0,Bob9,4,2,1.2,1,10,2861,2931,8.8,118.0,13,8.8,17.6,208,2
e2f9bodh,0,Bob4,5,2,0.8,0,5,2420,2754,7.8,115.8,13,2.8,5.6,206,1
e2f9bodh,0,Bob3,6,2,1.2,0,4,2505,2152,12.0,153.8,13,6.0,12.0,210,2
e2f9bodh,0,Bob10,7,2,1.2,0,1,2126,3109,10.0,146.4,13,1.0,2.0,205,1
e2f9bodh,0,Bob11,8,1,1.2,0,2,2836,2750,10.4,146.2,13,2.4,4.800000000000001,207,1
e2f9bodh,0,Bob8,9,1,0.8,1,9,2995,2437,9.4,102.0,13,8.4,16.8,209,2
e2f9bodh,0,Bob5,10,1,1.2,0,6,2088,2447,10.0,139.2,13,6.0,12.0,210,2
e2f9bodh,0,Bob0,11,1,0.8,0,1,2953,3092,10.0,143.6,13,1.0,2.0,205,1
e2f9bodh,0,Bob1,12,1,0.8,1,2,2718,2608,10.8,136.6,13,2.8,5.6,206,1
e2f9bodh,0,Bob2,1,1,0.8,0,3,3346,2743,9.0,127.4,14,2.0,4.0,213,1
e2f9bodh,0,Bob7,2,2,1.2,1,8,3394,2457,10.4,142.6,14,8.4,16.8,215,2
e2f9bodh,0,Bob6,3,2,0.8,0,7,2733,2627,8.2,127.4,14,5.2,10.4,216,2
e2f9bodh,0,Bob9,4,1,1.2,1,10,2110,2769,9.6,127.6,14,9.6,19.2,214,2
e2f9bodh,0,Bob4,5,2,0.8,0,5,2064,2949,7.6,123.4,14,2.6,5.2,212,1
e2f9bodh,0,Bob3,6,1,1.2,1,4,2626,2814,11.2,165.0,14,5.2,10.4,216,2
e2f9bodh,0,Bob10,7,1,1.2,0,1,3066,2913,11.6,158.0,14,2.6,5.2,212,1
e2f9bodh,0,Bob11,8,2,1.2,0,2,3098,2530,9.6,155.8,14,1.6,3.2,211,1
e2f9bodh,0,Bob8,9,1,0.8,1,9,2388,2306,9.4,111.4,14,8.4,16.8,215,2
e2f9bodh,0,Bob5,10,2,1.2,1,6,2618,2088,13.6,152.8,14,9.6,19.2,214,2
e2f9bodh,0,Bob0,11,1,0.8,0,1,3129,2671,10.6,154.2,14,1.6,3.2,211,1
e2f9bodh,0,Bob1,12,2,0.8,1,2,2828,2089,10.0,146.6,14,2.0,4.0,213,1
